ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,Homyel',2021-01-01,2020-12-25,100,8,155199.1481616991,6,121202.62103528579,164,92,2239793.8250049152,67,5,11,84,6,26,68,5,10,85,2,39,59,3,36,61,4,23,73,6,20,74,7,10,83,7,4,89,5,12,83,5,15,80,3,30,67,6,14,80,3,40,57,89,1,7,3,74,0,13,13,90,1,8,1,61,4,23,12,64,4,12,20,77,1,17,5,80,2,8,10,90,0,7,3,96,0,3,1,88,1,11,0,85,1,11,3,70,1,17,12,86,1,10,3,60,2,26,12,7,1,52,40,49,0,31,20,9,1,35,55,65,1,10,24,90,10,0,0,90,3,7,0,97,0,1,1,1,21,0,33,46,100,11,0,15,20,20,34,15,3,23,18,41,15,6,22,21,36,15,6,30,20,29,15,7,11,20,47,15,7,6,8,64,69,14,3,14,69,14,4,13,69,12,7,12,69,13,10,8,69,14,2,15,69,11,10,10,85,1,0,14,85,1,0,14,85,0,2,13,85,0,2,13,85,0,3,12,85,0,2,13,85,0,1,14,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,96,1,1,2,17,3,35,45,17,1,64,18,17,5,31,47,17,4,50,29,17,4,17,62,17,3,26,54,18,0,45,37,55,0,32,3,3,7,19,0,1,3,40,37,19,0,81,0,19,0,22,59,19,0,53,17,6,1,1,3,19,0,27,9,21,24,20,0,15,37,20,8,22,0,12,63,3,23,0,13,63,1,65,3,29,3,36,3,57,4,69,2,28,1,50,3,34,13,83,2,14,1,74,3,18,5,26,1,0,3,21,17,32,26,1,0,4,24,17,28,27,1,27,36,7,2,27,0,4,11,25,33,27,0,13,33,13,14,54,6,28,12,54,12,14,20,54,14,14,18,27,0,46,27,73,13,14,87,0,0,0,1,0,4,0,8,43,0,3,5,6,7,1,0,3,9,0,1,2,2,0,1,17,30,2,29,39,0,0,30,0,2,16,23,16,12,1,0,31,2,36,26,5,31,2,13,32,17,5,0,9.765625,9.434388612520872,3.588372093023256,2.7533710336107022,12.0796875,5.452833243093367,2.462686567164179,1.234950105837371
BY,BLR,Belarus,Hrodna,2021-01-01,2020-12-25,100,1,24703.551265306094,1,24703.551265306094,199,96,2302548.0178491413,67,1,4,95,1,23,76,3,6,91,2,31,67,3,23,74,3,17,80,2,16,82,1,6,93,2,6,92,2,4,94,2,13,85,1,23,76,2,8,90,2,31,67,96,0,2,2,77,2,7,14,94,0,5,1,69,2,14,15,77,2,9,12,83,2,8,7,84,2,4,10,94,0,5,1,94,0,5,1,96,0,4,0,87,0,11,2,77,2,9,12,92,0,6,2,69,1,19,11,4,0,53,43,50,0,18,32,8,2,44,46,56,1,8,35,92,5,2,1,92,2,6,0,99,0,0,1,0,19,1,30,50,100,9,1,8,27,20,35,14,4,16,18,48,14,8,15,23,40,14,4,26,19,37,14,7,10,12,57,14,8,1,7,70,70,14,3,13,70,13,2,15,70,11,8,11,70,13,9,8,70,14,2,14,70,14,4,12,86,0,0,14,86,0,0,14,86,0,2,12,86,0,1,13,86,0,1,13,86,0,2,12,86,0,0,14,96,0,0,4,96,0,1,3,96,0,0,4,96,0,1,3,96,0,0,4,15,4,45,36,15,2,76,7,15,4,34,47,15,3,59,23,15,3,29,53,15,3,33,49,17,1,64,18,36,0,32,18,6,8,20,2,1,6,37,34,20,2,78,0,21,1,20,58,21,0,55,15,5,3,0,1,21,0,12,14,25,28,24,1,10,31,24,10,26,0,14,59,1,27,1,14,58,0,56,4,36,4,26,3,69,2,68,1,26,5,42,4,42,12,71,2,21,6,68,3,26,3,29,2,1,6,10,24,28,29,1,2,4,18,18,28,29,0,18,44,4,5,29,0,4,9,19,39,29,0,12,33,16,10,55,3,33,9,55,18,13,14,55,17,14,14,29,0,46,25,75,11,14,90,2,1,0,1,0,2,1,3,44,0,2,5,6,10,0,1,9,7,0,1,1,1,1,3,9,31,1,28,40,0,0,31,1,2,7,21,23,15,0,0,31,3,29,33,4,31,3,17,29,13,3,4,6.7407407407407405,7.576490911714341,4.65,3.246694571564385,14.092307692307692,4.958336026717649,2.4,1.057709790065309
BY,BLR,Belarus,Mahilyow,2021-01-01,2020-12-22,100,3,129629.8329054351,2,114775.03197379531,153,94,2885588.4068553685,74,5,8,87,7,23,70,5,17,78,3,52,45,6,31,63,5,24,71,5,12,83,5,14,81,6,9,85,6,16,78,6,18,76,6,28,66,6,12,82,4,35,61,92,0,5,3,77,0,10,13,83,1,13,3,48,1,33,18,69,2,18,11,76,1,17,6,88,1,8,3,86,2,10,2,91,1,6,2,84,0,14,2,82,2,11,5,72,2,15,11,88,2,5,5,65,2,14,19,6,0,49,45,51,1,15,33,6,1,43,50,58,1,18,23,82,12,5,1,82,8,10,0,92,1,2,4,1,27,1,28,44,100,8,0,13,29,21,29,9,8,20,24,39,9,8,17,30,36,9,10,33,20,28,9,7,14,20,50,9,12,4,11,64,73,13,7,7,73,17,3,7,73,13,8,6,73,14,9,4,73,16,5,6,73,17,3,7,90,1,0,9,90,1,0,9,90,1,1,8,90,1,0,9,90,1,0,9,90,1,3,6,90,1,1,8,98,0,1,1,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,12,5,44,39,12,1,68,19,12,6,30,52,12,1,49,38,12,6,19,63,12,4,33,51,15,1,50,34,50,0,26,14,4,6,17,0,1,9,30,43,17,0,82,1,17,0,27,56,17,0,64,12,2,3,0,2,17,1,27,12,22,21,18,0,20,32,23,7,20,0,11,69,0,21,0,13,66,0,57,1,37,5,34,2,63,1,70,1,24,5,52,2,39,7,82,2,12,4,69,1,27,3,22,0,1,7,20,11,39,22,0,4,9,17,18,30,23,1,24,43,3,6,23,0,5,7,23,42,23,0,17,27,19,14,56,8,30,6,56,20,10,14,56,18,12,14,24,0,55,21,79,7,14,93,1,0,0,1,0,1,1,3,38,0,2,5,4,8,2,6,4,8,0,2,5,2,2,2,10,25,2,25,48,0,0,25,0,1,12,19,22,16,5,0,25,1,37,35,2,25,1,18,29,19,6,2,8.681818181818182,7.774037839865737,3.6410256410256405,2.7861233158107312,13.746478873239438,5.061671970686464,2.1621621621621623,1.020703853673949
BY,BLR,Belarus,Minsk,2021-01-01,2021-01-01,130,3,50630.09263953479,3,50630.09263953479,222,119,3254281.7098533935,90,6,8,116,5,23,102,6,7,117,2,57,71,4,42,84,4,25,101,4,23,103,3,12,115,5,8,117,4,18,108,6,14,110,5,30,95,5,13,112,4,39,87,122,1,5,2,107,1,16,6,123,1,6,0,73,8,22,27,88,3,19,20,105,0,14,11,107,3,11,9,118,2,9,1,122,0,6,2,112,1,17,0,116,0,10,4,100,4,11,15,117,2,8,3,91,4,20,15,11,0,61,58,75,0,22,33,18,0,61,51,69,1,26,34,104,16,6,4,104,9,17,0,121,0,1,8,0,45,1,22,62,130,20,1,22,32,25,30,24,5,21,36,44,24,5,24,34,43,24,5,41,30,30,24,6,8,27,65,24,8,3,12,83,109,8,6,7,109,10,4,7,109,7,7,7,109,9,5,7,109,9,4,8,109,10,8,3,26,6,1,97,26,6,1,97,26,5,10,89,26,6,9,89,26,4,13,87,26,4,21,79,26,6,5,93,96,3,3,28,96,3,5,26,96,3,5,26,96,1,13,20,96,6,6,22,27,2,39,62,27,0,77,26,27,2,30,71,27,1,55,47,27,3,14,86,27,2,29,72,27,0,59,44,71,0,38,14,4,3,27,1,1,12,37,52,27,1,102,0,31,0,30,69,31,0,66,26,3,3,0,1,31,0,31,23,26,19,31,1,19,47,26,6,32,0,10,87,1,33,1,15,81,0,91,0,32,7,53,1,72,4,100,0,25,5,75,1,39,15,116,0,7,7,101,0,25,4,33,2,2,5,27,26,35,33,0,2,8,29,29,29,34,0,27,57,8,4,34,1,2,13,29,51,34,0,13,36,30,17,82,6,34,8,82,22,10,16,82,19,22,7,35,1,67,27,103,12,15,120,0,1,0,2,0,4,0,3,53,0,1,13,1,10,0,5,6,4,0,4,9,3,1,5,15,39,4,29,58,0,0,39,1,3,15,35,17,18,2,0,40,3,72,9,6,40,2,19,39,23,5,2,8.691176470588236,9.240174051699825,4.5777777777777775,3.3062536398941225,14.268292682926829,4.709587752889633,2.488372093023256,1.1756768868489598
BY,BLR,Belarus,Vitsyebsk,2021-01-01,2020-12-24,100,7,209106.1397803158,5,171486.734530687,99,94,2422283.9452082505,81,2,15,83,2,18,80,2,9,89,2,35,63,2,27,71,1,14,85,2,10,88,2,9,89,2,6,92,3,7,90,2,7,91,2,24,74,2,12,86,2,26,72,85,1,12,2,82,4,11,3,91,2,5,2,65,5,14,16,73,2,12,13,86,1,9,4,90,2,4,4,91,2,5,2,94,1,3,2,93,1,5,1,93,0,3,4,76,1,7,16,88,0,12,0,74,4,11,11,6,0,39,55,62,0,14,24,7,0,41,52,59,2,14,25,86,9,5,0,86,3,11,0,97,0,0,3,0,23,1,27,49,100,9,1,16,22,25,27,12,8,20,20,40,12,7,22,21,38,12,7,23,28,30,12,8,17,20,43,12,9,10,15,54,73,12,5,10,73,12,7,8,73,14,4,9,73,13,6,8,73,14,4,9,73,14,6,7,89,0,0,11,89,0,0,11,89,0,0,11,89,0,2,9,89,0,1,10,89,0,0,11,89,0,0,11,97,1,0,2,97,1,0,2,97,1,0,2,97,1,0,2,97,0,2,1,13,3,43,41,13,3,68,16,13,5,22,60,13,2,46,39,13,5,15,67,13,3,24,60,14,0,51,35,49,0,29,12,0,10,14,0,0,10,39,37,14,0,86,0,15,0,15,70,15,0,57,18,3,4,0,3,15,0,36,14,12,23,15,2,14,36,27,6,15,0,10,75,0,16,1,7,74,2,57,4,31,8,32,4,62,2,78,1,19,2,54,3,31,12,85,0,14,1,76,3,18,3,18,0,2,10,18,12,40,18,0,1,8,17,20,36,18,0,30,41,7,4,18,0,1,15,24,42,18,0,18,37,17,10,45,11,38,6,45,26,14,15,45,19,27,9,18,0,56,26,74,14,12,86,0,1,0,1,0,3,1,8,30,0,4,13,4,4,1,1,4,15,0,3,0,1,1,5,14,19,1,35,43,1,1,19,0,4,17,26,22,8,3,1,19,4,24,42,11,19,1,19,35,21,4,1,6.745098039215685,6.5691495256384655,3.6086956521739126,2.230758746476238,11.10958904109589,5.7676339358229045,2.116883116883117,1.2027821473788656
BY,BLR,Belarus,-99,2021-01-02,2020-12-27,100,3,92928.56923346891,1,26161.814925925897,110,82,2817189.1187774967,47,12,4,84,11,16,73,9,11,80,8,32,60,6,25,69,9,20,71,10,11,79,9,7,84,10,3,87,8,10,82,11,7,82,5,21,74,10,9,81,8,36,56,96,2,2,0,84,1,9,6,89,2,6,3,68,3,16,13,75,1,10,14,80,3,9,8,89,1,3,7,93,0,6,1,97,0,2,1,90,0,9,1,93,0,3,4,79,1,12,8,91,1,4,4,64,2,14,20,18,0,49,33,51,2,18,29,20,0,32,48,68,2,9,21,91,6,3,0,91,4,5,0,96,0,0,4,0,32,3,26,39,100,23,0,10,21,15,31,27,11,12,13,37,27,14,10,20,29,27,13,19,11,30,27,12,14,4,43,27,15,3,3,52,75,15,6,4,75,17,2,6,75,12,10,3,75,16,4,5,75,17,3,5,75,15,6,4,81,1,0,18,81,1,1,17,81,0,1,18,81,1,0,18,81,1,2,16,81,1,2,16,81,1,0,18,95,1,1,3,95,0,1,4,95,1,0,4,95,1,2,2,95,1,1,3,30,5,35,30,30,1,57,12,30,8,25,37,30,5,41,24,30,4,21,45,30,4,27,39,32,1,38,29,62,0,19,7,6,6,32,2,0,5,21,40,32,2,66,0,34,2,17,47,34,1,42,6,7,4,1,5,34,1,19,8,16,22,35,3,16,21,17,8,36,1,15,43,5,36,3,13,45,3,66,3,27,4,44,3,47,6,76,2,19,3,60,4,29,7,80,2,17,1,74,2,22,2,36,3,0,9,17,9,26,36,3,1,6,15,14,25,38,3,26,26,5,2,38,2,1,13,12,34,38,2,12,25,9,14,63,6,23,8,63,13,15,9,63,13,11,13,38,2,25,35,65,13,22,88,1,0,1,0,1,1,2,6,65,1,1,3,1,4,0,2,4,9,0,1,1,0,0,3,5,43,3,13,40,0,1,43,2,1,11,11,18,9,4,1,51,4,22,18,5,51,3,23,12,9,2,0,8.80952380952381,8.18159175650747,3.259259259259259,1.893157569787994,11.340425531914894,5.276183550490296,1.785714285714286,1.13772803740965
BY,BLR,Belarus,Brest,2021-01-02,2020-12-26,100,4,92850.5527736553,2,56709.1323019727,121,91,2432409.19237287,75,1,8,91,3,18,79,3,9,88,3,49,48,2,24,74,2,32,66,3,19,78,1,19,80,3,5,92,2,11,87,2,12,86,2,32,66,3,10,87,3,34,63,92,1,6,1,82,2,10,6,91,2,5,2,51,4,22,23,76,2,9,13,68,2,22,8,81,2,10,7,81,3,11,5,95,0,4,1,89,2,9,0,88,1,9,2,68,2,13,17,90,2,7,1,66,2,18,14,9,0,46,45,55,0,13,32,10,1,34,55,66,0,10,24,90,8,2,0,90,2,8,0,98,0,1,1,0,21,1,31,47,100,11,0,13,28,20,28,13,8,22,17,40,13,8,24,18,37,13,5,31,19,32,13,4,18,17,48,13,7,7,7,66,70,15,10,5,70,19,3,8,70,18,7,5,70,15,8,7,70,19,4,7,70,19,5,6,81,2,0,17,81,2,0,17,81,1,1,17,81,2,2,15,81,1,0,18,81,2,5,12,81,2,1,16,93,1,1,5,93,1,0,6,93,1,0,6,93,0,4,3,93,1,1,5,15,5,34,46,15,3,69,13,15,6,28,51,15,6,48,31,15,6,14,65,15,7,22,56,18,0,50,32,50,0,29,13,3,5,18,0,1,9,29,43,18,0,82,0,18,0,20,62,18,0,61,14,4,0,0,3,18,0,27,13,17,25,19,0,19,39,18,5,20,0,14,65,1,20,0,14,66,0,67,1,28,4,32,1,67,0,72,0,26,2,53,0,34,13,86,0,12,2,78,0,21,1,20,1,1,7,24,15,32,20,0,0,7,21,17,35,20,1,30,39,6,4,20,1,5,11,27,36,20,0,15,39,14,12,47,7,35,11,47,22,11,20,47,17,20,16,21,0,52,27,73,15,12,86,3,0,0,0,2,1,2,6,34,0,1,10,7,9,1,0,10,5,0,6,3,1,0,0,13,24,0,33,42,0,1,24,0,3,11,25,25,9,2,1,25,0,27,40,8,25,0,18,31,20,5,1,9.163636363636364,9.900923332108114,3.4193548387096775,1.727699695131981,12.3,5.848878097549991,2.1971830985915495,1.1786156323641388
BY,BLR,Belarus,Homyel',2021-01-02,2020-12-25,100,8,155199.1481616991,6,121202.62103528579,164,92,2239793.8250049152,67,5,11,84,6,26,68,5,10,85,2,39,59,3,36,61,4,23,73,6,20,74,7,10,83,7,4,89,5,12,83,5,15,80,3,30,67,6,14,80,3,40,57,89,1,7,3,74,0,13,13,90,1,8,1,61,4,23,12,64,4,12,20,77,1,17,5,80,2,8,10,90,0,7,3,96,0,3,1,88,1,11,0,85,1,11,3,70,1,17,12,86,1,10,3,60,2,26,12,7,1,52,40,49,0,31,20,9,1,35,55,65,1,10,24,90,10,0,0,90,3,7,0,97,0,1,1,1,21,0,33,46,100,11,0,15,20,20,34,15,3,23,18,41,15,6,22,21,36,15,6,30,20,29,15,7,11,20,47,15,7,6,8,64,69,14,3,14,69,14,4,13,69,12,7,12,69,13,10,8,69,14,2,15,69,11,10,10,85,1,0,14,85,1,0,14,85,0,2,13,85,0,2,13,85,0,3,12,85,0,2,13,85,0,1,14,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,96,1,1,2,17,3,35,45,17,1,64,18,17,5,31,47,17,4,50,29,17,4,17,62,17,3,26,54,18,0,45,37,55,0,32,3,3,7,19,0,1,3,40,37,19,0,81,0,19,0,22,59,19,0,53,17,6,1,1,3,19,0,27,9,21,24,20,0,15,37,20,8,22,0,12,63,3,23,0,13,63,1,65,3,29,3,36,3,57,4,69,2,28,1,50,3,34,13,83,2,14,1,74,3,18,5,26,1,0,3,21,17,32,26,1,0,4,24,17,28,27,1,27,36,7,2,27,0,4,11,25,33,27,0,13,33,13,14,54,6,28,12,54,12,14,20,54,14,14,18,27,0,46,27,73,13,14,87,0,0,0,1,0,4,0,8,43,0,3,5,6,7,1,0,3,9,0,1,2,2,0,1,17,30,2,29,39,0,0,30,0,2,16,23,16,12,1,0,31,2,36,26,5,31,2,13,32,17,5,0,9.765625,9.434388612520872,3.588372093023256,2.7533710336107022,12.0796875,5.452833243093367,2.462686567164179,1.234950105837371
BY,BLR,Belarus,Hrodna,2021-01-02,2020-12-25,100,1,24703.551265306094,1,24703.551265306094,199,96,2302548.0178491413,67,1,4,95,1,23,76,3,6,91,2,31,67,3,23,74,3,17,80,2,16,82,1,6,93,2,6,92,2,4,94,2,13,85,1,23,76,2,8,90,2,31,67,96,0,2,2,77,2,7,14,94,0,5,1,69,2,14,15,77,2,9,12,83,2,8,7,84,2,4,10,94,0,5,1,94,0,5,1,96,0,4,0,87,0,11,2,77,2,9,12,92,0,6,2,69,1,19,11,4,0,53,43,50,0,18,32,8,2,44,46,56,1,8,35,92,5,2,1,92,2,6,0,99,0,0,1,0,19,1,30,50,100,9,1,8,27,20,35,14,4,16,18,48,14,8,15,23,40,14,4,26,19,37,14,7,10,12,57,14,8,1,7,70,70,14,3,13,70,13,2,15,70,11,8,11,70,13,9,8,70,14,2,14,70,14,4,12,86,0,0,14,86,0,0,14,86,0,2,12,86,0,1,13,86,0,1,13,86,0,2,12,86,0,0,14,96,0,0,4,96,0,1,3,96,0,0,4,96,0,1,3,96,0,0,4,15,4,45,36,15,2,76,7,15,4,34,47,15,3,59,23,15,3,29,53,15,3,33,49,17,1,64,18,36,0,32,18,6,8,20,2,1,6,37,34,20,2,78,0,21,1,20,58,21,0,55,15,5,3,0,1,21,0,12,14,25,28,24,1,10,31,24,10,26,0,14,59,1,27,1,14,58,0,56,4,36,4,26,3,69,2,68,1,26,5,42,4,42,12,71,2,21,6,68,3,26,3,29,2,1,6,10,24,28,29,1,2,4,18,18,28,29,0,18,44,4,5,29,0,4,9,19,39,29,0,12,33,16,10,55,3,33,9,55,18,13,14,55,17,14,14,29,0,46,25,75,11,14,90,2,1,0,1,0,2,1,3,44,0,2,5,6,10,0,1,9,7,0,1,1,1,1,3,9,31,1,28,40,0,0,31,1,2,7,21,23,15,0,0,31,3,29,33,4,31,3,17,29,13,3,4,6.7407407407407405,7.576490911714341,4.65,3.246694571564385,14.092307692307692,4.958336026717649,2.4,1.057709790065309
BY,BLR,Belarus,Mahilyow,2021-01-02,2020-12-22,100,3,129629.8329054351,2,114775.03197379531,158,94,2883604.9442319544,73,5,8,87,7,22,71,5,17,78,3,52,45,6,33,61,5,24,71,5,12,83,5,14,81,6,9,85,6,16,78,6,18,76,6,29,65,6,12,82,4,36,60,92,0,5,3,78,0,10,12,83,1,13,3,48,1,33,18,67,2,19,12,76,1,17,6,88,1,8,3,86,2,10,2,91,1,6,2,84,0,14,2,82,2,11,5,71,2,15,12,88,2,5,5,64,2,15,19,6,0,50,44,50,1,15,34,6,1,43,50,58,0,18,24,82,12,5,1,82,8,10,0,92,1,2,4,1,26,1,28,45,100,8,0,13,30,21,28,9,8,19,26,38,9,8,17,32,34,9,10,33,19,29,9,7,14,21,49,9,12,4,11,64,73,13,7,7,73,17,3,7,73,13,8,6,73,14,9,4,73,16,5,6,73,17,3,7,89,1,0,10,89,1,0,10,89,1,1,9,89,1,0,10,89,1,0,10,89,1,4,6,89,1,2,8,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,1,2,12,5,44,39,12,1,68,19,12,6,31,51,12,1,49,38,12,6,19,63,12,4,34,50,15,2,49,34,51,0,25,14,4,6,17,0,1,9,31,42,17,0,82,1,17,0,27,56,17,0,64,12,2,3,0,2,17,1,27,11,23,21,18,0,19,33,22,8,20,0,10,70,0,21,0,12,67,0,57,1,38,4,34,2,63,1,69,1,25,5,52,2,40,6,82,2,12,4,68,1,28,3,22,0,1,7,20,10,40,22,0,4,9,18,17,30,23,1,25,42,2,7,23,0,5,7,24,41,23,0,16,28,19,14,56,8,30,6,56,19,10,15,56,17,12,15,24,0,55,21,79,7,14,93,1,0,0,1,0,1,1,3,38,0,2,6,4,8,2,6,4,8,0,2,5,2,1,3,9,25,2,25,48,0,0,25,0,1,13,19,21,16,5,0,25,2,37,34,2,25,2,18,30,17,6,2,8.522388059701493,7.812884092774447,3.675,2.758553132461904,13.450704225352112,5.087207295600452,2.136986301369863,1.004366418488551
